helper,audit_status,current_effect,allocation_class,perry_heap_allocation,may_collect,may_reenter_js,reason,proof,runtime_locations,declaration_locations,literal_direct_call_locations,declaration_occurrences,literal_direct_call_occurrences,dynamic_calls,dynamic_window,dynamic_binary_sha256
js_request_subclass_init,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/global_this/fetch_globals.rs:507,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1267,,1,0,,,
js_request_text,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1027,crates/perry-codegen/src/lower_call/options/fetch.rs:490,1,1,,,
js_require_json_disk,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/module_require.rs:1125,crates/perry-codegen/src/runtime_decls/objects.rs:371,crates/perry-codegen/src/lower_call/native/native_runtime_branch.rs:74,1,1,,,
js_require_object_coercible,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/has_own_helpers.rs:47,crates/perry-codegen/src/runtime_decls/objects.rs:369,crates/perry-codegen/src/expr/index_get.rs:1857;crates/perry-codegen/src/expr/instance_misc1.rs:723;crates/perry-codegen/src/expr/instance_misc1.rs:750;crates/perry-codegen/src/expr/instance_misc1.rs:776;crates/perry-codegen/src/expr/property_get/composed_ics.rs:29;crates/perry-codegen/src/lower_call/native/native_runtime_branch.rs:47,1,6,,,
js_require_path_module,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/module_require.rs:967,crates/perry-codegen/src/runtime_decls/objects.rs:380,crates/perry-codegen/src/lower_call/native/native_runtime_branch.rs:147,1,1,,,
js_require_resolve_node_modules,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/module_require.rs:1050,crates/perry-codegen/src/runtime_decls/objects.rs:372,crates/perry-codegen/src/lower_call/native/native_runtime_branch.rs:90,1,1,,,
js_response_array_buffer,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1051,crates/perry-codegen/src/lower_call/options/fetch.rs:622,1,1,,,
js_response_blob,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1052,crates/perry-codegen/src/lower_call/options/fetch.rs:627,1,1,,,
js_response_body,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1108,crates/perry-codegen/src/lower_call/options/fetch.rs:646,1,1,,,
js_response_body_init_ptr,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:970,crates/perry-codegen/src/lower_call/builtin.rs:1156,1,1,,,
js_response_body_init_reset,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:967,crates/perry-codegen/src/lower_call/builtin.rs:1147,1,1,,,
js_response_body_used,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1044,crates/perry-codegen/src/lower_call/options/fetch.rs:605,1,1,,,
js_response_bytes,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1053,crates/perry-codegen/src/lower_call/options/fetch.rs:632,1,1,,,
js_response_clone,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1050,crates/perry-codegen/src/lower_call/options/fetch.rs:617,1,1,,,
js_response_form_data,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1054,crates/perry-codegen/src/lower_call/options/fetch.rs:637,1,1,,,
js_response_get_headers,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1049,crates/perry-codegen/src/lower_call/options/fetch.rs:611,1,1,,,
js_response_new,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/stdlib_stubs.rs:226,crates/perry-codegen/src/runtime_decls/strings_part2.rs:961,crates/perry-codegen/src/lower_call/builtin.rs:1248,1,1,,,
js_response_static_error,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/stdlib_stubs.rs:260,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1098,crates/perry-codegen/src/lower_call/options/fetch.rs:153,1,1,,,
js_response_static_json,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/stdlib_stubs.rs:238,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1092,crates/perry-codegen/src/lower_call/options/fetch.rs:120,1,1,,,
js_response_static_redirect,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/stdlib_stubs.rs:250,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1097,crates/perry-codegen/src/lower_call/options/fetch.rs:145,1,1,,,
js_response_subclass_init,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/global_this/fetch_globals.rs:516,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1272,,1,0,,,
js_run_module_init_catching,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/module_require.rs:907,crates/perry-codegen/src/native_emit.rs:1448;crates/perry-codegen/src/runtime_decls/objects.rs:379,crates/perry-codegen/src/codegen/entry.rs:1500;crates/perry-codegen/src/native_emit.rs:1455,2,2,,,
js_run_stdlib_pump,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/lib.rs:573,crates/perry-codegen/src/runtime_decls/strings_part2.rs:733,crates/perry-codegen/src/codegen/entry.rs:1261;crates/perry-codegen/src/codegen/entry.rs:1301;crates/perry-codegen/src/expr/fs_await.rs:201,1,3,,,
js_runtime_init,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/closure/v8_stubs.rs:210,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:426,,1,0,,,
js_runtime_validate_crypto_key_arg,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/validators.rs:384,crates/perry-codegen/src/runtime_decls/strings_part2.rs:466,crates/perry-codegen/src/expr/calls/helpers.rs:72,1,1,,,
js_runtime_validate_integer_arg,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/validators.rs:415,crates/perry-codegen/src/runtime_decls/strings_part2.rs:471,crates/perry-codegen/src/expr/calls/helpers.rs:96,1,1,,,
js_runtime_validate_string_arg,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/validators.rs:362,crates/perry-codegen/src/runtime_decls/strings_part2.rs:462,crates/perry-codegen/src/expr/calls/helpers.rs:54,1,1,,,
js_segments_project_can_open,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/intl/segments_project.rs:100,crates/perry-codegen/src/runtime_decls/strings.rs:1590,,1,0,,,
js_segments_project_iterator,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/intl/segments_project.rs:191,crates/perry-codegen/src/runtime_decls/strings.rs:1592,,1,0,,,
js_segments_project_next,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/intl/segments_project.rs:301,crates/perry-codegen/src/runtime_decls/strings.rs:1593,,1,0,,,
js_segments_project_observe_iterator,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/intl/segments_project.rs:260,crates/perry-codegen/src/runtime_decls/strings.rs:1595,,1,0,,,
js_segments_project_open,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/intl/segments_project.rs:138,crates/perry-codegen/src/runtime_decls/strings.rs:1591,,1,0,,,
js_segments_project_segment,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/intl/segments_project.rs:359,crates/perry-codegen/src/runtime_decls/strings.rs:1594,,1,0,,,
js_segments_view_code_point_at,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/intl/segments_view.rs:286,crates/perry-codegen/src/runtime_decls/strings.rs:1586,,1,0,,,
js_segments_view_next,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/intl/segments_view.rs:256,crates/perry-codegen/src/runtime_decls/strings.rs:1585,,1,0,,,
js_segments_view_open,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/intl/segments_view.rs:185,crates/perry-codegen/src/runtime_decls/strings.rs:1584,,1,0,,,
js_segments_view_regexp_test,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/intl/segments_view.rs:365,crates/perry-codegen/src/runtime_decls/strings.rs:1588,,1,0,,,
js_segments_view_segment,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/intl/segments_view.rs:327,crates/perry-codegen/src/runtime_decls/strings.rs:1587,,1,0,,,
js_set_add,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:1364,crates/perry-codegen/src/runtime_decls/strings.rs:639,crates/perry-codegen/src/expr/bigint_set.rs:110;crates/perry-codegen/src/expr/bigint_set.rs:801;crates/perry-codegen/src/lower_call/property_get/map_set.rs:205,1,3,,,
js_set_add_bool,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:1497,crates/perry-codegen/src/runtime_decls/strings.rs:645,crates/perry-codegen/src/expr/bigint_set.rs:732,1,1,,,
js_set_add_f32,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:1492,crates/perry-codegen/src/runtime_decls/strings.rs:644,crates/perry-codegen/src/expr/bigint_set.rs:704,1,1,,,
js_set_add_i32,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:1482,crates/perry-codegen/src/runtime_decls/strings.rs:642,crates/perry-codegen/src/expr/bigint_set.rs:650,1,1,,,
js_set_add_number,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:1415,crates/perry-codegen/src/runtime_decls/strings.rs:641,crates/perry-codegen/src/expr/bigint_set.rs:87,1,1,,,
js_set_add_string,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:1423,crates/perry-codegen/src/runtime_decls/strings.rs:640,crates/perry-codegen/src/expr/bigint_set.rs:771,1,1,,,
js_set_add_u32,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:1487,crates/perry-codegen/src/runtime_decls/strings.rs:643,crates/perry-codegen/src/expr/bigint_set.rs:677,1,1,,,
js_set_alloc,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:1222,crates/perry-codegen/src/runtime_decls/strings.rs:440,crates/perry-codegen/src/expr/logical_collections.rs:1149,1,1,,,
js_set_call_location,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/error.rs:177,crates/perry-codegen/src/runtime_decls/strings_part2.rs:465,crates/perry-codegen/src/expr/calls/helpers.rs:33,1,1,,,
js_set_clear,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:1812,crates/perry-codegen/src/runtime_decls/strings.rs:1230,crates/perry-codegen/src/expr/string_regex_proc.rs:24;crates/perry-codegen/src/lower_call/property_get/map_set.rs:243,1,2,,,
js_set_compaction_epoch,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:1069,crates/perry-codegen/src/runtime_decls/strings.rs:1255,,1,0,,,
js_set_cursor_next,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:1050,crates/perry-codegen/src/runtime_decls/strings.rs:1254,,1,0,,,
js_set_delete,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:1640,crates/perry-codegen/src/runtime_decls/strings.rs:654,crates/perry-codegen/src/expr/bigint_set.rs:284;crates/perry-codegen/src/expr/bigint_set.rs:1322;crates/perry-codegen/src/lower_call/property_get/map_set.rs:231,1,3,,,
js_set_delete_bool,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:1733,crates/perry-codegen/src/runtime_decls/strings.rs:660,crates/perry-codegen/src/expr/bigint_set.rs:1260,1,1,,,
js_set_delete_f32,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:1724,crates/perry-codegen/src/runtime_decls/strings.rs:659,crates/perry-codegen/src/expr/bigint_set.rs:1236,1,1,,,
js_set_delete_i32,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:1706,crates/perry-codegen/src/runtime_decls/strings.rs:657,crates/perry-codegen/src/expr/bigint_set.rs:1190,1,1,,,
js_set_delete_number,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:1688,crates/perry-codegen/src/runtime_decls/strings.rs:656,crates/perry-codegen/src/expr/bigint_set.rs:263,1,1,,,
js_set_delete_string,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:1696,crates/perry-codegen/src/runtime_decls/strings.rs:655,crates/perry-codegen/src/expr/bigint_set.rs:1291,1,1,,,
js_set_delete_u32,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:1715,crates/perry-codegen/src/runtime_decls/strings.rs:658,crates/perry-codegen/src/expr/bigint_set.rs:1213,1,1,,,
js_set_difference,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:2366,crates/perry-codegen/src/runtime_decls/strings.rs:665,,1,0,,,
js_set_entries_iter_obj,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/collection_iter_object.rs:171,crates/perry-codegen/src/runtime_decls/strings.rs:1267,,1,0,,,
js_set_find_value_index,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:864,crates/perry-codegen/src/runtime_decls/strings.rs:1248,,1,0,,,
js_set_foreach,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:2135,crates/perry-codegen/src/runtime_decls/strings.rs:1258,crates/perry-codegen/src/lower_call/property_get/map_set.rs:384,1,1,,,
js_set_from_array,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:1999,crates/perry-codegen/src/runtime_decls/strings.rs:441,,1,0,,,
js_set_from_iterable,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:2049,crates/perry-codegen/src/runtime_decls/strings.rs:442,crates/perry-codegen/src/expr/logical_collections.rs:1561,1,1,,,
js_set_function_prototype,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/class_registry/prototype_objects.rs:225,crates/perry-codegen/src/runtime_decls/strings.rs:1493,,1,0,,,
js_set_has,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:1509,crates/perry-codegen/src/runtime_decls/strings.rs:646,crates/perry-codegen/src/expr/bigint_set.rs:219;crates/perry-codegen/src/expr/bigint_set.rs:1066;crates/perry-codegen/src/lower_call/property_get/map_set.rs:216,1,3,,,
js_set_has_bool,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:1624,crates/perry-codegen/src/runtime_decls/strings.rs:653,crates/perry-codegen/src/expr/bigint_set.rs:1004,1,1,,,
js_set_has_f32,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:1615,crates/perry-codegen/src/runtime_decls/strings.rs:652,crates/perry-codegen/src/expr/bigint_set.rs:980,1,1,,,
js_set_has_i32,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:1597,crates/perry-codegen/src/runtime_decls/strings.rs:650,crates/perry-codegen/src/expr/bigint_set.rs:934,1,1,,,
js_set_has_number,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:1573,crates/perry-codegen/src/runtime_decls/strings.rs:649,crates/perry-codegen/src/expr/bigint_set.rs:196,1,1,,,
js_set_has_string,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:1581,crates/perry-codegen/src/runtime_decls/strings.rs:648,crates/perry-codegen/src/expr/bigint_set.rs:1035,1,1,,,
js_set_has_u32,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:1606,crates/perry-codegen/src/runtime_decls/strings.rs:651,crates/perry-codegen/src/expr/bigint_set.rs:957,1,1,,,
js_set_immediate_callback,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/timer.rs:1086,crates/perry-codegen/src/runtime_decls/strings_part2.rs:809,crates/perry-codegen/src/lower_call/extern_timers.rs:152;crates/perry-codegen/src/lower_call/namespace_call.rs:186,1,2,,,
js_set_immediate_callback_args,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/timer.rs:1194,crates/perry-codegen/src/runtime_decls/strings_part2.rs:810,crates/perry-codegen/src/lower_call/extern_timers.rs:170;crates/perry-codegen/src/lower_call/namespace_call.rs:196,1,2,,,
js_set_intersection,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:2319,crates/perry-codegen/src/runtime_decls/strings.rs:664,,1,0,,,
js_set_interval_callback_args,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/timer.rs:1671,crates/perry-codegen/src/runtime_decls/strings_part2.rs:816,crates/perry-codegen/src/lower_call/extern_timers.rs:270;crates/perry-codegen/src/lower_call/namespace_call.rs:164,1,2,,,
js_set_is_disjoint_from,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:2549,crates/perry-codegen/src/runtime_decls/strings.rs:669,,1,0,,,
js_set_is_subset_of,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:2483,crates/perry-codegen/src/runtime_decls/strings.rs:667,,1,0,,,
js_set_is_superset_of,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:2515,crates/perry-codegen/src/runtime_decls/strings.rs:668,,1,0,,,
js_set_keys_iter_obj,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/collection_iter_object.rs:166,crates/perry-codegen/src/runtime_decls/strings.rs:1266,,1,0,,,
js_set_process_entry_path,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/os.rs:569,crates/perry-codegen/src/runtime_decls/mod.rs:47,crates/perry-codegen/src/codegen/entry.rs:571,1,1,,,
js_set_property,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/closure/v8_stubs.rs:206,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:92,crates/perry-codegen/src/expr/js_runtime.rs:184,1,1,,,
js_set_prototype_property,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/class_registry/prototype_objects.rs:162,crates/perry-codegen/src/runtime_decls/strings.rs:1494,crates/perry-codegen/src/expr/static_field_meta.rs:741,1,1,,,
js_set_size,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:1353,crates/perry-codegen/src/runtime_decls/strings.rs:661,crates/perry-codegen/src/expr/bigint_set.rs:1413;crates/perry-codegen/src/expr/property_get.rs:575,1,2,,,
js_set_symmetric_difference,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:2414,crates/perry-codegen/src/runtime_decls/strings.rs:666,,1,0,,,
js_set_timeout_callback,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/timer.rs:1074,crates/perry-codegen/src/runtime_decls/strings_part2.rs:799,crates/perry-codegen/src/lower_call/extern_timers.rs:110;crates/perry-codegen/src/lower_call/extern_timers.rs:133;crates/perry-codegen/src/lower_call/namespace_call.rs:121,1,3,,,
js_set_timeout_callback_args,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/timer.rs:1172,crates/perry-codegen/src/runtime_decls/strings_part2.rs:804,crates/perry-codegen/src/lower_call/extern_timers.rs:223;crates/perry-codegen/src/lower_call/namespace_call.rs:132,1,2,,,
js_set_to_array,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:1958,crates/perry-codegen/src/runtime_decls/strings.rs:1269,crates/perry-codegen/src/expr/arrays_finds.rs:638,1,1,,,
js_set_union,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:2268,crates/perry-codegen/src/runtime_decls/strings.rs:663,,1,0,,,
js_set_value_at,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/set.rs:1870,crates/perry-codegen/src/runtime_decls/strings.rs:1272,,1,0,,,
