stage,category,callee,callsites,statepoints,leaf_callsites,gc_live_operands,gc_relocate_intrinsics,relocates_attributed,relocates_unattributed,audit_match,runtime_source_identity,audit_status,current_effect,allocation_class,perry_heap_allocation,may_collect,may_reenter_js,reason,proof,runtime_locations,declaration_locations,literal_direct_call_locations,declaration_occurrences,literal_direct_call_occurrences,dynamic_calls,dynamic_window,dynamic_binary_sha256,reviewed_unannotated_no_collect
pre-rs4gc,external-unclassified,js_readline_create_interface,3,0,0,0,0,0,0,unmatched,unresolved,unreviewed,unclassified,unclear,unclear,unclear,unclear,No exact audit entry; category is retained without inferring runtime identity or effects.,,,,,,,,,,false
pre-rs4gc,external-unclassified,js_readline_on,3,0,0,0,0,0,0,unmatched,unresolved,unreviewed,unclassified,unclear,unclear,unclear,unclear,No exact audit entry; category is retained without inferring runtime identity or effects.,,,,,,,,,,false
pre-rs4gc,external-unclassified,js_readline_stdin_pause,2,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings.rs:1047,,1,0,,,,false
pre-rs4gc,external-unclassified,js_readline_stdin_ref,1,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings.rs:1050,,1,0,,,,false
pre-rs4gc,external-unclassified,js_readline_stdin_resume,1,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings.rs:1048,,1,0,,,,false
pre-rs4gc,external-unclassified,js_request_input_to_url,1,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1008,crates/perry-codegen/src/lower_call/builtin.rs:1405,1,1,,,,false
pre-rs4gc,external-unclassified,js_request_new_from_init,1,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1006,crates/perry-codegen/src/lower_call/builtin.rs:1431,1,1,,,,false
pre-rs4gc,external-unclassified,js_response_blob,1,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1052,crates/perry-codegen/src/lower_call/options/fetch.rs:627,1,1,,,,false
pre-rs4gc,external-unclassified,js_response_body,2,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1108,crates/perry-codegen/src/lower_call/options/fetch.rs:646,1,1,,,,false
pre-rs4gc,external-unclassified,js_response_body_init_ptr,6,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:970,crates/perry-codegen/src/lower_call/builtin.rs:1156,1,1,,,,false
pre-rs4gc,external-unclassified,js_response_body_init_reset,6,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:967,crates/perry-codegen/src/lower_call/builtin.rs:1147,1,1,,,,false
pre-rs4gc,external-unclassified,js_shadow_frame_enter,7,0,0,0,0,0,0,unmatched,unresolved,unreviewed,unclassified,unclear,unclear,unclear,unclear,No exact audit entry; category is retained without inferring runtime identity or effects.,,,,,,,,,,false
pre-rs4gc,external-unclassified,js_stream_unwrap_handle,3,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1248,crates/perry-codegen/src/lower_call/options/fetch.rs:893;crates/perry-codegen/src/lower_call/options/fetch.rs:946;crates/perry-codegen/src/lower_call/options/fetch.rs:965;crates/perry-codegen/src/lower_call/options/fetch.rs:1126;crates/perry-codegen/src/lower_call/options/fetch.rs:1236,1,5,,,,false
pre-rs4gc,external-unclassified,js_stream_web_text_decoder_stream_new,1,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1229,crates/perry-codegen/src/lower_call/builtin.rs:1734,1,1,,,,false
pre-rs4gc,external-unclassified,js_string_bold,87,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings.rs:685,,1,0,,,,false
pre-rs4gc,external-unclassified,js_string_link,4,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings.rs:693,,1,0,,,,false
pre-rs4gc,external-unclassified,js_string_sub,12,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings.rs:690,,1,0,,,,false
pre-rs4gc,external-unclassified,js_transform_stream_new,4,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1213,crates/perry-codegen/src/lower_call/builtin.rs:1706,1,1,,,,false
pre-rs4gc,external-unclassified,js_transform_stream_new_from_transformer_object,1,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1218,crates/perry-codegen/src/lower_call/builtin.rs:1695,1,1,,,,false
pre-rs4gc,external-unclassified,js_transform_stream_readable,3,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1223,crates/perry-codegen/src/lower_call/options/fetch.rs:975;crates/perry-codegen/src/lower_call/options/fetch.rs:1243,1,2,,,,false
pre-rs4gc,external-unclassified,js_transform_stream_subclass_init,1,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1259,,1,0,,,,false
pre-rs4gc,external-unclassified,js_url_create_object_url,1,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1088,,1,0,,,,false
pre-rs4gc,external-unclassified,js_url_revoke_object_url,1,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1089,,1,0,,,,false
pre-rs4gc,external-unclassified,js_vm_run_in_context,3,0,0,0,0,0,0,unmatched,unresolved,unreviewed,unclassified,unclear,unclear,unclear,unclear,No exact audit entry; category is retained without inferring runtime identity or effects.,,,,,,,,,,false
pre-rs4gc,external-unclassified,js_zlib_create_brotli_decompress,1,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:631,,1,0,,,,false
pre-rs4gc,external-unclassified,js_zlib_create_gunzip,1,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/third_party.rs:232,,1,0,,,,false
pre-rs4gc,external-unclassified,js_zlib_create_inflate,1,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/third_party.rs:234,,1,0,,,,false
pre-rs4gc,external-unclassified,js_zlib_create_unzip,2,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/third_party.rs:237,,1,0,,,,false
pre-rs4gc,external-unclassified,js_zlib_deflate_sync,1,0,0,0,0,0,0,exact-symbol,unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/third_party.rs:203,,1,0,,,,false
