helper,audit_status,current_effect,allocation_class,perry_heap_allocation,may_collect,may_reenter_js,reason,proof,runtime_locations,declaration_locations,literal_direct_call_locations,declaration_occurrences,literal_direct_call_occurrences,dynamic_calls,dynamic_window,dynamic_binary_sha256,post-opt_callsites,post-opt_statepoints,post-opt_gc_live_operands,post-rs4gc_callsites,post-rs4gc_statepoints,post-rs4gc_gc_live_operands,pre-rs4gc_callsites,pre-rs4gc_statepoints,pre-rs4gc_gc_live_operands
js_string_ends_with,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/string/compare.rs:393,crates/perry-codegen/src/runtime_decls/strings.rs:174,,1,0,,,,370,370,1255,370,370,1255,371,0,0
js_string_ends_with_at,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/string/compare.rs:466,crates/perry-codegen/src/runtime_decls/strings.rs:180,,1,0,,,,5,5,17,5,5,18,5,0,0
js_string_equals,reviewed,Unknown,never allocates,no,no,no,"Complete comparison uses borrowed byte slices, is_ascii/from_utf8 validation and lazy encode_utf16 iterators; no Vec/collect, coercion, cache, GC or callback. Valid StringHeader ABI required.","string/compare.rs:42-122; string/mod.rs:266-268,993-995",crates/perry-runtime/src/string/compare.rs:87,crates/perry-codegen/src/runtime_decls/strings.rs:764,crates/perry-codegen/src/expr/compare.rs:320;crates/perry-codegen/src/expr/compare.rs:808;crates/perry-codegen/src/expr/compare.rs:890;crates/perry-codegen/src/expr/compare.rs:915;crates/perry-codegen/src/expr/dyn_extern_i18n.rs:127;crates/perry-codegen/src/expr/dyn_extern_i18n.rs:672,1,6,,,,13230,12940,61536,13368,13077,61944,13413,0,0
js_string_from_bytes,reviewed,Unknown,may allocate,may,may,no,"Null-string boxing, SSO materialization/cache miss, numeric-to-string or explicit string construction reaches Perry string allocation. Existing-header/short-value hot arms do not cover the complete helper.","value/nanbox.rs:123-133,274-325; string/alloc.rs:8-10,53-73,90-108,137-155,180-183; string/mod.rs:636-656",crates/perry-runtime/src/string/alloc.rs:8,crates/perry-codegen/src/runtime_decls/mod.rs:161;crates/perry-codegen/src/runtime_decls/strings_part2.rs:674,crates/perry-codegen/src/expr/calls/crypto_hash.rs:177,2,1,,,,94766,0,0,94766,0,0,94766,0,0
js_string_from_char_code,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/string/char_ops.rs:511,crates/perry-codegen/src/runtime_decls/strings_part2.rs:358,crates/perry-codegen/src/expr/string_regex_proc.rs:376,1,1,,,,136,136,436,136,136,436,137,0,0
js_string_from_char_code_array,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/string/char_ops.rs:519,crates/perry-codegen/src/runtime_decls/strings_part2.rs:359,crates/perry-codegen/src/expr/string_regex_proc.rs:382,1,1,,,,18,18,41,18,18,41,18,0,0
js_string_from_code_point,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/string/char_ops.rs:562,crates/perry-codegen/src/runtime_decls/strings_part2.rs:355,crates/perry-codegen/src/expr/string_regex_proc.rs:35,1,1,,,,19,19,40,19,19,40,19,0,0
js_string_from_wtf8_bytes,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/string/alloc.rs:162,crates/perry-codegen/src/runtime_decls/mod.rs:162;crates/perry-codegen/src/runtime_decls/strings_part2.rs:675,,2,0,,,,1,0,0,1,0,0,1,0,0
js_string_index_get_boxed,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/string/char_ops.rs:141,crates/perry-codegen/src/runtime_decls/strings.rs:703,crates/perry-codegen/src/expr/index_get.rs:516;crates/perry-codegen/src/expr/index_get.rs:1454,1,2,,,,355,355,1646,357,357,1649,357,0,0
js_string_index_of,reviewed,Unknown,never allocates,no,no,no,"Already-StringHeader operands and i32 index; borrowed slices and str::find plus bounded UTF16/byte offset walks. string_as_str is a borrowed view, not decoding to owned storage. No cache or materialization path.","string/slice_ops.rs:429-497; string/mod.rs:542-619,993-995,1042-1062",crates/perry-runtime/src/string/slice_ops.rs:429,crates/perry-codegen/src/runtime_decls/strings.rs:76,crates/perry-codegen/src/lower_string_method.rs:296,1,1,,,,511,511,1810,511,511,1810,515,0,0
js_string_index_of_from,reviewed,Unknown,never allocates,no,no,no,"Already-StringHeader operands and i32 index; borrowed slices and str::find plus bounded UTF16/byte offset walks. string_as_str is a borrowed view, not decoding to owned storage. No cache or materialization path.","string/slice_ops.rs:429-497; string/mod.rs:542-619,993-995,1042-1062",crates/perry-runtime/src/string/slice_ops.rs:439,crates/perry-codegen/src/runtime_decls/strings.rs:77,crates/perry-codegen/src/lower_string_method.rs:290;crates/perry-codegen/src/lower_string_method.rs:1355,1,2,,,,1767,1746,6071,1767,1746,6071,1773,0,0
js_string_index_to_i32,reviewed,Unknown,may allocate,may,may,may,Nonnumeric input takes js_number_coerce; object coercion can invoke JS and exceptions allocate. A scalar result does not imply a scalar-only call.,string/char_ops.rs:21-57; array/splice_slice.rs:165-193; builtins/numbers.rs:436-640,crates/perry-runtime/src/string/char_ops.rs:21,crates/perry-codegen/src/runtime_decls/strings.rs:706,crates/perry-codegen/src/lower_string_method/char_code_at.rs:143;crates/perry-codegen/src/lower_string_method.rs:289;crates/perry-codegen/src/lower_string_method.rs:337;crates/perry-codegen/src/lower_string_method.rs:555;crates/perry-codegen/src/lower_string_method.rs:757;crates/perry-codegen/src/lower_string_method.rs:779;crates/perry-codegen/src/lower_string_method.rs:804;crates/perry-codegen/src/lower_string_method.rs:1291,1,8,,,,3206,3199,13632,3206,3199,13634,3233,0,0
js_string_is_well_formed,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/string/compare.rs:773,crates/perry-codegen/src/runtime_decls/strings_part2.rs:374,crates/perry-codegen/src/lower_string_method.rs:1114,1,1,,,,1,1,0,1,1,0,1,0,0
js_string_last_index_of,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/string/slice_ops.rs:539,crates/perry-codegen/src/runtime_decls/strings_part2.rs:361,crates/perry-codegen/src/lower_string_method.rs:859,1,1,,,,120,120,819,120,120,819,120,0,0
js_string_last_index_of_from,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/string/slice_ops.rs:588,crates/perry-codegen/src/runtime_decls/strings_part2.rs:362,crates/perry-codegen/src/lower_string_method.rs:848,1,1,,,,12,12,47,12,12,47,12,0,0
js_string_locale_compare,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/string/compare.rs:653,crates/perry-codegen/src/runtime_decls/strings_part2.rs:367,crates/perry-codegen/src/lower_string_method.rs:1021,1,1,,,,61,61,2,61,61,2,61,0,0
js_string_locale_compare_opts,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/string/compare.rs:743,crates/perry-codegen/src/runtime_decls/strings_part2.rs:368,crates/perry-codegen/src/lower_string_method.rs:1015,1,1,,,,1,1,0,1,1,0,1,0,0
js_string_match,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/regex/match_string.rs:69,crates/perry-codegen/src/runtime_decls/strings.rs:1716,crates/perry-codegen/src/expr/instance_misc1.rs:1502,1,1,,,,8,8,24,8,8,24,8,0,0
js_string_match_all_value,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/regex/match_all.rs:247,crates/perry-codegen/src/runtime_decls/strings.rs:1718;crates/perry-codegen/src/runtime_decls/strings_part2.rs:377,crates/perry-codegen/src/expr/instance_misc1.rs:1532;crates/perry-codegen/src/lower_string_method.rs:1097,2,2,,,,22,22,58,22,22,58,22,0,0
js_string_match_value,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/regex/match_string.rs:52,crates/perry-codegen/src/runtime_decls/strings_part2.rs:382,crates/perry-codegen/src/lower_string_method.rs:1068,1,1,,,,450,448,1308,450,448,1308,455,0,0
js_string_normalize,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/string/compare.rs:513,crates/perry-codegen/src/runtime_decls/strings_part2.rs:369,crates/perry-codegen/src/lower_string_method.rs:948,1,1,,,,63,61,92,63,61,92,63,0,0
js_string_pad_end,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/string/pad.rs:241,crates/perry-codegen/src/runtime_decls/strings_part2.rs:371,,1,0,,,,34,34,262,34,34,262,34,0,0
js_string_pad_fill,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/string/pad.rs:19,crates/perry-codegen/src/runtime_decls/strings_part2.rs:373,crates/perry-codegen/src/lower_string_method.rs:897,1,1,,,,45,44,121,45,44,121,45,0,0
js_string_pad_start,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/string/pad.rs:198,crates/perry-codegen/src/runtime_decls/strings_part2.rs:370,,1,0,,,,59,58,174,59,58,174,59,0,0
js_string_position_to_index,reviewed,Unknown,never allocates,no,no,no,"Raw numeric DOUBLE ABI: finite/NaN/infinity comparisons, truncation and saturating i32 conversion only; not the generic index coercion helper.",string/slice_ops.rs:506-528,crates/perry-runtime/src/string/slice_ops.rs:506,crates/perry-codegen/src/runtime_decls/strings.rs:79,crates/perry-codegen/src/lower_string_method.rs:1352,1,1,,,,3,3,16,3,3,16,3,0,0
js_string_repeat,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/string/pad.rs:284,crates/perry-codegen/src/runtime_decls/strings.rs:761,crates/perry-codegen/src/lower_string_method.rs:577,1,1,,,,121,121,779,121,121,779,121,0,0
js_string_replace_all_regex_fn,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/regex/replace_expand.rs:433,crates/perry-codegen/src/runtime_decls/strings_part2.rs:405,,1,0,,,,1,1,0,1,1,0,1,0,0
js_string_replace_all_search_dyn,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/regex/replace_fn.rs:617,crates/perry-codegen/src/runtime_decls/strings_part2.rs:398,,1,0,,,,32,32,79,32,32,79,32,0,0
js_string_replace_all_string,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/regex/replace_fn.rs:411,crates/perry-codegen/src/runtime_decls/strings.rs:763,,1,0,,,,174,174,306,174,174,306,174,0,0
js_string_replace_all_string_dyn,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/regex/replace_fn.rs:553,crates/perry-codegen/src/runtime_decls/strings_part2.rs:394,,1,0,,,,12,12,18,12,12,18,12,0,0
js_string_replace_all_string_fn,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/regex/replace_fn.rs:219,crates/perry-codegen/src/runtime_decls/strings_part2.rs:403,,1,0,,,,2,2,6,2,2,6,2,0,0
js_string_replace_regex,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/regex/replace_expand_fancy.rs:148,crates/perry-codegen/src/runtime_decls/strings.rs:1175,,1,0,,,,718,717,1530,717,716,1530,720,0,0
js_string_replace_regex_dyn,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/regex/replace_fn.rs:635,crates/perry-codegen/src/runtime_decls/strings_part2.rs:395,,1,0,,,,61,61,177,61,61,177,61,0,0
js_string_replace_regex_fn,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/regex/replace_expand.rs:332,crates/perry-codegen/src/runtime_decls/strings_part2.rs:404,,1,0,,,,62,62,62,62,62,62,62,0,0
js_string_replace_search_dyn,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/regex/replace_fn.rs:599,crates/perry-codegen/src/runtime_decls/strings_part2.rs:397,,1,0,,,,240,240,675,240,240,675,240,0,0
js_string_replace_string,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/regex/replace_fn.rs:358,crates/perry-codegen/src/runtime_decls/strings.rs:762,,1,0,,,,118,118,452,118,118,452,118,0,0
js_string_replace_string_dyn,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/regex/replace_fn.rs:528,crates/perry-codegen/src/runtime_decls/strings_part2.rs:393,,1,0,,,,50,50,209,50,50,209,50,0,0
js_string_replace_string_fn,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/regex/replace_fn.rs:158,crates/perry-codegen/src/runtime_decls/strings_part2.rs:392,,1,0,,,,3,3,3,3,3,3,3,0,0
js_string_search_value,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/regex/match_string.rs:39,crates/perry-codegen/src/runtime_decls/strings_part2.rs:381,crates/perry-codegen/src/lower_string_method.rs:1046,1,1,,,,18,18,87,18,18,88,18,0,0
js_string_search_value_to_string,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/string/compare.rs:310,crates/perry-codegen/src/runtime_decls/strings.rs:175,crates/perry-codegen/src/lower_string_method.rs:1280;crates/perry-codegen/src/lower_string_method.rs:1344,1,2,,,,3217,3182,10489,3216,3181,10490,3224,0,0
js_string_slice,reviewed,Unknown,may allocate,may,may,unclear,"String-producing route can call string_copy_range, string_storage_alloc or js_string_from_bytes. Empty/same/reused-buffer branches do not make the export leaf. Conservatively keep may-GC; not an audit of every coercion tail.","string/slice_ops.rs:9-129; string/concat.rs:623; string/append.rs:30,194; string/alloc.rs:137-155",crates/perry-runtime/src/string/slice_ops.rs:9,crates/perry-codegen/src/runtime_decls/strings.rs:80,,1,0,,,,1857,1854,7568,1857,1854,7569,1879,0,0
js_string_split_n,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/string/split.rs:448,crates/perry-codegen/src/runtime_decls/strings.rs:86,crates/perry-codegen/src/lower_string_method.rs:374,1,1,,,,594,594,2007,594,594,2007,594,0,0
js_string_split_value,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/string/split.rs:726,crates/perry-codegen/src/runtime_decls/strings.rs:106,crates/perry-codegen/src/lower_string_method.rs:415,1,1,,,,254,254,633,254,254,633,254,0,0
js_string_starts_with,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/string/compare.rs:362,crates/perry-codegen/src/runtime_decls/strings.rs:173,,1,0,,,,1164,1150,3593,1163,1149,3593,1166,0,0
js_string_starts_with_at,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/string/compare.rs:424,crates/perry-codegen/src/runtime_decls/strings.rs:179,,1,0,,,,2,2,10,2,2,10,2,0,0
js_string_substr,reviewed,Unknown,may allocate,may,may,unclear,"String-producing route can call string_copy_range, string_storage_alloc or js_string_from_bytes. Empty/same/reused-buffer branches do not make the export leaf. Conservatively keep may-GC; not an audit of every coercion tail.","string/slice_ops.rs:9-129; string/concat.rs:623; string/append.rs:30,194; string/alloc.rs:137-155",crates/perry-runtime/src/string/slice_ops.rs:123,crates/perry-codegen/src/runtime_decls/strings.rs:84,crates/perry-codegen/src/lower_string_method.rs:1250,1,1,,,,128,128,494,128,128,494,128,0,0
js_string_substring,reviewed,Unknown,may allocate,may,may,unclear,"String-producing route can call string_copy_range, string_storage_alloc or js_string_from_bytes. Empty/same/reused-buffer branches do not make the export leaf. Conservatively keep may-GC; not an audit of every coercion tail.","string/slice_ops.rs:9-129; string/concat.rs:623; string/append.rs:30,194; string/alloc.rs:137-155",crates/perry-runtime/src/string/slice_ops.rs:61,crates/perry-codegen/src/runtime_decls/strings.rs:81,,1,0,,,,499,499,2068,499,499,2068,502,0,0
js_string_to_locale_lower_case,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/string/locale.rs:362,crates/perry-codegen/src/runtime_decls/strings.rs:674,,1,0,,,,6,6,14,6,6,14,6,0,0
js_string_to_lower_case,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/string/slice_ops.rs:369,crates/perry-codegen/src/runtime_decls/strings.rs:670,,1,0,,,,1121,1113,3064,1120,1112,3064,1122,0,0
js_string_to_upper_case,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/string/slice_ops.rs:375,crates/perry-codegen/src/runtime_decls/strings.rs:671,,1,0,,,,131,131,592,131,131,592,132,0,0
js_string_to_well_formed,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/string/compare.rs:790,crates/perry-codegen/src/runtime_decls/strings_part2.rs:375,crates/perry-codegen/src/lower_string_method.rs:1124,1,1,,,,1,1,0,1,1,0,1,0,0
js_string_trim,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/string/slice_ops.rs:292,crates/perry-codegen/src/runtime_decls/strings.rs:677,,1,0,,,,1226,1218,3672,1225,1217,3672,1227,0,0
js_string_trim_end,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/string/slice_ops.rs:304,crates/perry-codegen/src/runtime_decls/strings.rs:679,,1,0,,,,45,45,145,45,45,145,45,0,0
js_string_trim_start,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/string/slice_ops.rs:298,crates/perry-codegen/src/runtime_decls/strings.rs:678,,1,0,,,,21,21,90,21,21,90,23,0,0
js_string_validate_collator_args,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/string/locale.rs:409,crates/perry-codegen/src/runtime_decls/strings.rs:676,crates/perry-codegen/src/lower_string_method.rs:998,1,1,,,,1,1,1,1,1,1,1,0,0
js_structured_clone_with_options,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/builtins/globals.rs:706,crates/perry-codegen/src/runtime_decls/strings_part2.rs:408,crates/perry-codegen/src/expr/env_clones.rs:389,1,1,,,,40,40,106,50,50,142,50,0,0
js_super_accessor_get,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/property_key.rs:334,crates/perry-codegen/src/runtime_decls/objects.rs:575,crates/perry-codegen/src/expr/super_method.rs:321,1,1,,,,5,5,12,5,5,12,5,0,0
js_super_construct_apply,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/class_constructors.rs:444,crates/perry-codegen/src/runtime_decls/strings.rs:1475,crates/perry-codegen/src/expr/this_super_call.rs:476,1,1,,,,32,32,76,32,32,76,32,0,0
js_super_method_call_dynamic,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/class_constructors.rs:647,crates/perry-codegen/src/runtime_decls/strings.rs:1478,crates/perry-codegen/src/expr/super_method.rs:83,1,1,,,,94,94,115,94,94,115,94,0,0
js_super_method_call_dynamic_apply,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/class_constructors.rs:831,crates/perry-codegen/src/runtime_decls/strings.rs:1485,crates/perry-codegen/src/expr/super_method.rs:245,1,1,,,,3,3,3,3,3,3,3,0,0
js_switch_strict_equals,reviewed,Unknown,may allocate,may,may,no,"V2 definite allocating route: the both-strings arm calls js_get_string_pointer_unified for each operand. SSO invokes materialize_to_heap -> intern_dispatch_bytes, whose miss creates a managed StringHeader. Numeric/bit arms and the strict-equality name do not establish a whole-export leaf. No coercing object callback in this export.","value/nanbox.rs:337-373,274-293; string/alloc.rs:53-73; string/intern.rs:intern_dispatch_bytes; string/mod.rs:636-643",crates/perry-runtime/src/value/nanbox.rs:337,crates/perry-codegen/src/runtime_decls/strings.rs:1333,crates/perry-codegen/src/stmt/switch_stmt.rs:165,1,1,,,,5896,5858,19546,5893,5858,19560,5897,0,0
js_symbol_for,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/symbol/constructors.rs:44,crates/perry-codegen/src/runtime_decls/strings_part2.rs:281,crates/perry-codegen/src/expr/string_regex_proc.rs:456,1,1,,,,1361,1359,15135,1361,1359,15152,1361,0,0
js_symbol_new,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/symbol/constructors.rs:19,crates/perry-codegen/src/runtime_decls/strings_part2.rs:279,crates/perry-codegen/src/expr/string_regex_proc.rs:445,1,1,,,,247,242,3503,248,243,3504,248,0,0
js_symbol_new_empty,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/symbol/constructors.rs:11,crates/perry-codegen/src/runtime_decls/strings_part2.rs:280,crates/perry-codegen/src/expr/string_regex_proc.rs:449,1,1,,,,6,6,35,6,6,35,6,0,0
js_tagged_template_get_or_init,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/header.rs:228,crates/perry-codegen/src/runtime_decls/arrays.rs:24,crates/perry-codegen/src/expr/instance_misc1.rs:869,1,1,,,,339,339,1492,339,339,1492,339,0,0
js_tdz_suppress_begin,unreviewed,CannotCollect,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/box.rs:1120,crates/perry-codegen/src/runtime_decls/strings.rs:1454,crates/perry-codegen/src/expr/static_field_meta.rs:157;crates/perry-codegen/src/expr/static_field_meta.rs:204;crates/perry-codegen/src/expr/static_field_meta.rs:632,1,3,,,,4106,0,0,4106,0,0,4106,0,0
js_tdz_suppress_end,unreviewed,CannotCollect,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/box.rs:1126,crates/perry-codegen/src/runtime_decls/strings.rs:1455,crates/perry-codegen/src/expr/static_field_meta.rs:162;crates/perry-codegen/src/expr/static_field_meta.rs:213;crates/perry-codegen/src/expr/static_field_meta.rs:637,1,3,,,,4106,0,0,4106,0,0,4106,0,0
js_text_decoder_decode_llvm,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/text.rs:513,crates/perry-codegen/src/runtime_decls/strings_part2.rs:68,crates/perry-codegen/src/expr/string_regex_proc.rs:557,1,1,,,,20,20,28,20,20,28,20,0,0
js_text_decoder_new,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/text.rs:157,crates/perry-codegen/src/runtime_decls/strings_part2.rs:65,crates/perry-codegen/src/expr/string_regex_proc.rs:519,1,1,,,,26,26,99,26,26,99,26,0,0
js_text_encoder_encode_llvm,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/text.rs:294,crates/perry-codegen/src/runtime_decls/strings_part2.rs:66,crates/perry-codegen/src/expr/string_regex_proc.rs:535,1,1,,,,25,25,75,25,25,75,25,0,0
js_text_encoder_new,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/text.rs:110,crates/perry-codegen/src/runtime_decls/strings_part2.rs:63,crates/perry-codegen/src/expr/string_regex_proc.rs:503,1,1,,,,11,11,38,12,12,38,12,0,0
js_throw,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/exception.rs:408,crates/perry-codegen/src/runtime_decls/strings_part2.rs:745,crates/perry-codegen/src/expr/fs_await.rs:306;crates/perry-codegen/src/stmt/mod.rs:597;crates/perry-codegen/src/stmt/try_stmt.rs:192;crates/perry-codegen/src/stmt/try_stmt.rs:216,1,4,,,,15548,15433,22249,15733,15478,22252,15755,0,0
